Measure,Age,Value,Sex,Country
Cases,60,81,Male,Iceland
Cases,65,58,Male,Iceland
Cases,70,35,Male,Iceland
Cases,75,17,Male,Iceland
Cases,80,7,Male,Iceland
Cases,85,3,Male,Iceland
Cases,90,1,Male,Iceland
Deaths,0,0,Female,Iceland
Deaths,5,0,Female,Iceland
Deaths,10,0,Female,Iceland
Deaths,15,0,Female,Iceland
Deaths,20,0,Female,Iceland
Deaths,25,0,Female,Iceland
Deaths,30,0,Female,Iceland
Deaths,35,0,Female,Iceland
Deaths,40,0,Female,Iceland
Deaths,45,0,Female,Iceland
Deaths,50,0,Female,Iceland
Deaths,55,0,Female,Iceland
Deaths,60,2,Female,Iceland
Deaths,65,3,Female,Iceland
Deaths,70,2,Female,Iceland
Deaths,75,2,Female,Iceland
Deaths,80,2,Female,Iceland
Deaths,85,2,Female,Iceland
Deaths,90,1,Female,Iceland
Deaths,0,0,Male,Iceland
Deaths,5,0,Male,Iceland
Deaths,10,0,Male,Iceland
Deaths,15,0,Male,Iceland
Deaths,20,0,Male,Iceland
Deaths,25,0,Male,Iceland
Deaths,30,2,Male,Iceland
Deaths,35,3,Male,Iceland
Deaths,40,0,Male,Iceland
Deaths,45,0,Male,Iceland
Deaths,50,0,Male,Iceland
Deaths,55,0,Male,Iceland
Deaths,60,2,Male,Iceland
Deaths,65,3,Male,Iceland
Deaths,70,3,Male,Iceland
Deaths,75,2,Male,Iceland
Deaths,80,2,Male,Iceland
Deaths,85,2,Male,Iceland
Deaths,90,1,Male,Iceland
Cases,0,29670,Female,India
Cases,5,39097,Female,India
Cases,10,46275,Female,India
Cases,15,62222,Female,India
Cases,20,141852,Female,India
Cases,25,166903,Female,India
Cases,30,143114,Female,India
Cases,35,127538,Female,India
Cases,40,100618,Female,India
Cases,45,103678,Female,India
Cases,50,86228,Female,India
Cases,55,79485,Female,India
Cases,60,58682,Female,India
Cases,65,44294,Female,India
Cases,70,26217,Female,India
Cases,75,14452,Female,India
Cases,80,7849,Female,India
Cases,85,4072,Female,India
Cases,90,1749,Female,India
Cases,0,32636,Male,India
Cases,5,44387,Male,India
Cases,10,61326,Male,India
Cases,15,107966,Male,India
Cases,20,223517,Male,India
Cases,25,305156,Male,India
Cases,30,301293,Male,India
Cases,35,274864,Male,India
Cases,40,235907,Male,India
Cases,45,219266,Male,India
Cases,50,178820,Male,India
Cases,55,152450,Male,India
Cases,60,101494,Male,India
Cases,65,75664,Male,India
Cases,70,46206,Male,India
Cases,75,23142,Male,India
Cases,80,12208,Male,India
Cases,85,5659,Male,India
Cases,90,2276,Male,India
Deaths,0,71,Female,India
Deaths,5,17,Female,India
Deaths,10,60,Female,India
Deaths,15,85,Female,India
Deaths,20,208,Female,India
Deaths,25,260,Female,India
Deaths,30,289,Female,India
Deaths,35,646,Female,India
Deaths,40,868,Female,India
Deaths,45,1648,Female,India
Deaths,50,2141,Female,India
Deaths,55,2870,Female,India
Deaths,60,2932,Female,India
Deaths,65,2656,Female,India
Deaths,70,2365,Female,India
Deaths,75,1535,Female,India
Deaths,80,870,Female,India
Deaths,85,574,Female,India
Deaths,90,230,Female,India
Deaths,0,91,Male,India
Deaths,5,8,Male,India
Deaths,10,51,Male,India
Deaths,15,68,Male,India
Deaths,20,329,Male,India
Deaths,25,414,Male,India
Deaths,30,1075,Male,India
Deaths,35,1580,Male,India
Deaths,40,2304,Male,India
Deaths,45,3649,Male,India
Deaths,50,4887,Male,India
Deaths,55,6069,Male,India
Deaths,60,6416,Male,India
Deaths,65,6674,Male,India
Deaths,70,5277,Male,India
Deaths,75,3037,Male,India
Deaths,80,1953,Male,India
Deaths,85,842,Male,India
Deaths,90,383,Male,India
Cases,0,70,Female,Iraq
Cases,5,88,Female,Iraq
Cases,10,112,Female,Iraq
Cases,15,146,Female,Iraq
Cases,20,186,Female,Iraq
Cases,25,202,Female,Iraq
Cases,30,189,Female,Iraq
Cases,35,187,Female,Iraq
Cases,40,196,Female,Iraq
Cases,45,174,Female,Iraq
Cases,50,123,Female,Iraq
Cases,55,93,Female,Iraq
Cases,60,82,Female,Iraq
Cases,65,69,Female,Iraq
Cases,70,55,Female,Iraq
Cases,75,31,Female,Iraq
Cases,80,11,Female,Iraq
Cases,85,5,Female,Iraq
Cases,90,3,Female,Iraq
Cases,0,85,Male,Iraq
Cases,5,100,Male,Iraq
Cases,10,119,Male,Iraq
Cases,15,147,Male,Iraq
Cases,20,183,Male,Iraq
Cases,25,220,Male,Iraq
Cases,30,242,Male,Iraq
Cases,35,224,Male,Iraq
Cases,40,188,Male,Iraq
Cases,45,194,Male,Iraq
Cases,50,222,Male,Iraq
Cases,55,186,Male,Iraq
Cases,60,114,Male,Iraq
Cases,65,78,Male,Iraq
Cases,70,61,Male,Iraq
Cases,75,36,Male,Iraq
Cases,80,14,Male,Iraq
Cases,85,6,Male,Iraq
Cases,90,5,Male,Iraq
Deaths,0,0,Female,Iraq
Deaths,5,0,Female,Iraq
Deaths,10,0,Female,Iraq
Deaths,15,0,Female,Iraq
Deaths,20,0,Female,Iraq
Deaths,25,1,Female,Iraq
Deaths,30,1,Female,Iraq
Deaths,35,3,Female,Iraq
Deaths,40,4,Female,Iraq
Deaths,45,6,Female,Iraq
Deaths,50,6,Female,Iraq
Deaths,55,6,Female,Iraq
Deaths,60,5,Female,Iraq
Deaths,65,4,Female,Iraq
Deaths,70,6,Female,Iraq
Deaths,75,4,Female,Iraq
Deaths,80,1,Female,Iraq
Deaths,85,1,Female,Iraq
Deaths,90,0,Female,Iraq
Deaths,0,0,Male,Iraq
Deaths,5,0,Male,Iraq
Deaths,10,0,Male,Iraq
Deaths,15,0,Male,Iraq
Deaths,20,0,Male,Iraq
Deaths,25,1,Male,Iraq
Deaths,30,2,Male,Iraq
Deaths,35,3,Male,Iraq
Deaths,40,5,Male,Iraq
Deaths,45,8,Male,Iraq
Deaths,50,14,Male,Iraq
Deaths,55,16,Male,Iraq
Deaths,60,14,Male,Iraq
Deaths,65,14,Male,Iraq
Deaths,70,15,Male,Iraq
Deaths,75,10,Male,Iraq
Deaths,80,4,Male,Iraq
Deaths,85,2,Male,Iraq
Deaths,90,2,Male,Iraq
Cases,0,392,Female,Ireland
Cases,5,568,Female,Ireland
Cases,10,825,Female,Ireland
Cases,15,1362,Female,Ireland
Cases,20,2411,Female,Ireland
Cases,25,2829,Female,Ireland
Cases,30,2378,Female,Ireland
Cases,35,2216,Female,Ireland
Cases,40,2190,Female,Ireland
Cases,45,2294,Female,Ireland
Cases,50,2140,Female,Ireland
Cases,55,1694,Female,Ireland
Cases,60,1111,Female,Ireland
Cases,65,800,Female,Ireland
Cases,70,714,Female,Ireland
Cases,75,656,Female,Ireland
Cases,80,726,Female,Ireland
Cases,85,789,Female,Ireland
Cases,90,1120,Female,Ireland
Cases,0,413,Male,Ireland
Cases,5,584,Male,Ireland
Cases,10,820,Male,Ireland
Cases,15,1266,Male,Ireland
Cases,20,2104,Male,Ireland
Cases,25,2458,Male,Ireland
Cases,30,2108,Male,Ireland
Cases,35,1937,Male,Ireland
Cases,40,1826,Male,Ireland
Cases,45,1816,Male,Ireland
Cases,50,1754,Male,Ireland
Cases,55,1514,Male,Ireland
Cases,60,1137,Male,Ireland
Cases,65,891,Male,Ireland
Cases,70,789,Male,Ireland
Cases,75,670,Male,Ireland
Cases,80,632,Male,Ireland
Cases,85,538,Male,Ireland
Cases,90,435,Male,Ireland
Deaths,0,0,Female,Ireland
Deaths,5,0,Female,Ireland
Deaths,10,2,Female,Ireland
Deaths,15,3,Female,Ireland
Deaths,20,0,Female,Ireland
Deaths,25,0,Female,Ireland
Deaths,30,2,Female,Ireland
Deaths,35,3,Female,Ireland
Deaths,40,3,Female,Ireland
Deaths,45,4,Female,Ireland
Deaths,50,7,Female,Ireland
Deaths,55,10,Female,Ireland
Deaths,60,14,Female,Ireland
Deaths,65,27,Female,Ireland
Deaths,70,60,Female,Ireland
Deaths,75,96,Female,Ireland
Deaths,80,135,Female,Ireland
Deaths,85,163,Female,Ireland
Deaths,90,253,Female,Ireland
Deaths,0,0,Male,Ireland
Deaths,5,0,Male,Ireland
Deaths,10,0,Male,Ireland
Deaths,15,0,Male,Ireland
Deaths,20,2,Male,Ireland
Deaths,25,3,Male,Ireland
Deaths,30,2,Male,Ireland
Deaths,35,4,Male,Ireland
Deaths,40,4,Male,Ireland
Deaths,45,6,Male,Ireland
Deaths,50,14,Male,Ireland
Deaths,55,22,Male,Ireland
Deaths,60,30,Male,Ireland
Deaths,65,49,Male,Ireland
Deaths,70,90,Male,Ireland
Deaths,75,125,Male,Ireland
Deaths,80,156,Male,Ireland
Deaths,85,159,Male,Ireland
Deaths,90,160,Male,Ireland
Cases,0,490,Female,Italy
Cases,5,546,Female,Italy
Cases,10,693,Female,Italy
Cases,15,1257,Female,Italy
Cases,20,2872,Female,Italy
Cases,25,4928,Female,Italy
Cases,30,5176,Female,Italy
Cases,35,5336,Female,Italy
Cases,40,7439,Female,Italy
Cases,45,10795,Female,Italy
Cases,50,12550,Female,Italy
Cases,55,10622,Female,Italy
Cases,60,7227,Female,Italy
Cases,65,5766,Female,Italy
Cases,70,6548,Female,Italy
Cases,75,8096,Female,Italy
Cases,80,11646,Female,Italy
Cases,85,13071,Female,Italy
Cases,90,15215,Female,Italy
Cases,0,545,Male,Italy
Cases,5,609,Male,Italy
Cases,10,747,Male,Italy
Cases,15,1207,Male,Italy
Cases,20,2411,Male,Italy
Cases,25,3796,Male,Italy
Cases,30,4181,Male,Italy
Cases,35,4408,Male,Italy
Cases,40,5622,Male,Italy
Cases,45,7577,Male,Italy
Cases,50,9502,Male,Italy
Cases,55,10374,Male,Italy
Cases,60,9772,Male,Italy
Cases,65,9297,Male,Italy
Cases,70,9945,Male,Italy
Cases,75,9545,Male,Italy
Cases,80,9846,Male,Italy
Cases,85,6930,Male,Italy
Cases,90,3869,Male,Italy
Deaths,0,1,Female,Italy
Deaths,5,2,Female,Italy
Deaths,10,0,Female,Italy
Deaths,15,0,Female,Italy
Deaths,20,1,Female,Italy
Deaths,25,3,Female,Italy
Deaths,30,8,Female,Italy
Deaths,35,15,Female,Italy
Deaths,40,28,Female,Italy
Deaths,45,55,Female,Italy
Deaths,50,103,Female,Italy
Deaths,55,178,Female,Italy
Deaths,60,292,Female,Italy
Deaths,65,519,Female,Italy
Deaths,70,1007,Female,Italy
Deaths,75,1701,Female,Italy
Deaths,80,2806,Female,Italy
Deaths,85,3369,Female,Italy
Deaths,90,4102,Female,Italy
Deaths,0,0,Male,Italy
Deaths,5,1,Male,Italy
Deaths,10,0,Male,Italy
Deaths,15,0,Male,Italy
Deaths,20,4,Male,Italy
Deaths,25,8,Male,Italy
Deaths,30,14,Male,Italy
Deaths,35,29,Male,Italy
Deaths,40,66,Male,Italy
Deaths,45,147,Male,Italy
Deaths,50,311,Male,Italy
Deaths,55,582,Male,Italy
Deaths,60,979,Male,Italy
Deaths,65,1621,Male,Italy
Deaths,70,2687,Male,Italy
Deaths,75,3514,Male,Italy
Deaths,80,4290,Male,Italy
Deaths,85,3328,Male,Italy
Deaths,90,1967,Male,Italy
Cases,0,149,Female,Japan
Cases,5,151,Female,Japan
Cases,10,197,Female,Japan
Cases,15,558,Female,Japan
Cases,20,2052,Female,Japan
Cases,25,2802,Female,Japan
Cases,30,1518,Female,Japan
Cases,35,821,Female,Japan
Cases,40,787,Female,Japan
Cases,45,1017,Female,Japan
Cases,50,1000,Female,Japan
Cases,55,783,Female,Japan
Cases,60,550,Female,Japan
Cases,65,518,Female,Japan
Cases,70,529,Female,Japan
Cases,75,508,Female,Japan
Cases,80,460,Female,Japan
Cases,85,433,Female,Japan
Cases,90,497,Female,Japan
Cases,0,189,Male,Japan
Cases,5,159,Male,Japan
Cases,10,182,Male,Japan
Cases,15,504,Male,Japan
Cases,20,2129,Male,Japan
Cases,25,3574,Male,Japan
Cases,30,2398,Male,Japan
Cases,35,1482,Male,Japan
Cases,40,1468,Male,Japan
Cases,45,1743,Male,Japan
Cases,50,1513,Male,Japan
Cases,55,1182,Male,Japan
Cases,60,908,Male,Japan
Cases,65,820,Male,Japan
Cases,70,699,Male,Japan
Cases,75,556,Male,Japan
Cases,80,435,Male,Japan
Cases,85,301,Male,Japan
Cases,90,171,Male,Japan
Deaths,0,0,Female,Japan
Deaths,5,0,Female,Japan
Deaths,10,0,Female,Japan
Deaths,15,0,Female,Japan
Deaths,20,0,Female,Japan
Deaths,25,0,Female,Japan
Deaths,30,0,Female,Japan
Deaths,35,1,Female,Japan
Deaths,40,0,Female,Japan
Deaths,45,1,Female,Japan
Deaths,50,1,Female,Japan
Deaths,55,1,Female,Japan
Deaths,60,3,Female,Japan
Deaths,65,9,Female,Japan
Deaths,70,24,Female,Japan
Deaths,75,41,Female,Japan
Deaths,80,51,Female,Japan
Deaths,85,61,Female,Japan
Deaths,90,83,Female,Japan
Deaths,0,0,Male,Japan
Deaths,5,0,Male,Japan
Deaths,10,0,Male,Japan
Deaths,15,0,Male,Japan
Deaths,20,0,Male,Japan
Deaths,25,1,Male,Japan
Deaths,30,1,Male,Japan
Deaths,35,1,Male,Japan
Deaths,40,2,Male,Japan
Deaths,45,4,Male,Japan
Deaths,50,9,Male,Japan
Deaths,55,16,Male,Japan
Deaths,60,25,Male,Japan
Deaths,65,49,Male,Japan
Deaths,70,66,Male,Japan
Deaths,75,84,Male,Japan
Deaths,80,98,Male,Japan
Deaths,85,84,Male,Japan
Deaths,90,51,Male,Japan
Cases,0,1907,Female,Jordan
Cases,5,3596,Female,Jordan
Cases,10,6557,Female,Jordan
Cases,15,10996,Female,Jordan
Cases,20,15863,Female,Jordan
Cases,25,18707,Female,Jordan
Cases,30,17868,Female,Jordan
Cases,35,15044,Female,Jordan
Cases,40,12637,Female,Jordan
Cases,45,10876,Female,Jordan
Cases,50,8910,Female,Jordan
Cases,55,6582,Female,Jordan
Cases,60,4438,Female,Jordan
Cases,65,2963,Female,Jordan
Cases,70,2130,Female,Jordan
Cases,75,1555,Female,Jordan
Cases,80,978,Female,Jordan
Cases,85,483,Female,Jordan
Cases,90,261,Female,Jordan
Cases,0,2199,Male,Jordan
Cases,5,4316,Male,Jordan
Cases,10,7741,Male,Jordan
Cases,15,12371,Male,Jordan
Cases,20,18054,Male,Jordan
Cases,25,22726,Male,Jordan
Cases,30,22162,Male,Jordan
Cases,35,17579,Male,Jordan
Cases,40,13745,Male,Jordan
Cases,45,11365,Male,Jordan
Cases,50,9158,Male,Jordan
Cases,55,6798,Male,Jordan
Cases,60,4740,Male,Jordan
Cases,65,3298,Male,Jordan
Cases,70,2398,Male,Jordan
Cases,75,1704,Male,Jordan
Cases,80,1028,Male,Jordan
Cases,85,488,Male,Jordan
Cases,90,256,Male,Jordan
Deaths,0,0,Female,Jordan
Deaths,5,2,Female,Jordan
Deaths,10,3,Female,Jordan
Deaths,15,4,Female,Jordan
Deaths,20,6,Female,Jordan
Deaths,25,8,Female,Jordan
Deaths,30,13,Female,Jordan
Deaths,35,24,Female,Jordan
Deaths,40,38,Female,Jordan
Deaths,45,50,Female,Jordan
Deaths,50,74,Female,Jordan
Deaths,55,123,Female,Jordan
Deaths,60,161,Female,Jordan
Deaths,65,172,Female,Jordan
Deaths,70,203,Female,Jordan
Deaths,75,241,Female,Jordan
Deaths,80,188,Female,Jordan
Deaths,85,92,Female,Jordan
Deaths,90,56,Female,Jordan
Deaths,0,4,Male,Jordan
Deaths,5,0,Male,Jordan
Deaths,10,0,Male,Jordan
Deaths,15,5,Male,Jordan
Deaths,20,8,Male,Jordan
Deaths,25,8,Male,Jordan
Deaths,30,12,Male,Jordan
Deaths,35,22,Male,Jordan
Deaths,40,44,Male,Jordan
Deaths,45,95,Male,Jordan
Deaths,50,168,Male,Jordan
Deaths,55,245,Male,Jordan
Deaths,60,308,Male,Jordan
Deaths,65,355,Male,Jordan
Deaths,70,409,Male,Jordan
Deaths,75,425,Male,Jordan
Deaths,80,303,Male,Jordan
Deaths,85,143,Male,Jordan
Deaths,90,80,Male,Jordan
Cases,0,179,Female,Kenya
Cases,5,130,Female,Kenya
Cases,10,118,Female,Kenya
Cases,15,201,Female,Kenya
Cases,20,532,Female,Kenya
Cases,25,1026,Female,Kenya
Cases,30,1101,Female,Kenya
Cases,35,837,Female,Kenya
Cases,40,588,Female,Kenya
Cases,45,434,Female,Kenya
Cases,50,333,Female,Kenya
Cases,55,233,Female,Kenya
Cases,60,143,Female,Kenya
Cases,65,84,Female,Kenya
Cases,70,48,Female,Kenya
Cases,75,28,Female,Kenya
Cases,80,17,Female,Kenya
Cases,85,10,Female,Kenya
Cases,90,14,Female,Kenya
Cases,0,247,Male,Kenya
Cases,5,158,Male,Kenya
Cases,10,136,Male,Kenya
Cases,15,240,Male,Kenya
Cases,20,714,Male,Kenya
Cases,25,1628,Male,Kenya
Cases,30,2043,Male,Kenya
Cases,35,1745,Male,Kenya
Cases,40,1346,Male,Kenya
Cases,45,1062,Male,Kenya
Cases,50,827,Male,Kenya
Cases,55,573,Male,Kenya
Cases,60,346,Male,Kenya
Cases,65,192,Male,Kenya
Cases,70,104,Male,Kenya
Cases,75,56,Male,Kenya
Cases,80,31,Male,Kenya
Cases,85,17,Male,Kenya
Cases,90,19,Male,Kenya
Deaths,0,2,Female,Kenya
Deaths,5,1,Female,Kenya
Deaths,10,0,Female,Kenya
Deaths,15,0,Female,Kenya
Deaths,20,0,Female,Kenya
Deaths,25,1,Female,Kenya
Deaths,30,4,Female,Kenya
Deaths,35,6,Female,Kenya
Deaths,40,6,Female,Kenya
Deaths,45,7,Female,Kenya
Deaths,50,8,Female,Kenya
Deaths,55,8,Female,Kenya
Deaths,60,6,Female,Kenya
Deaths,65,5,Female,Kenya
Deaths,70,4,Female,Kenya
Deaths,75,3,Female,Kenya
Deaths,80,3,Female,Kenya
Deaths,85,2,Female,Kenya
Deaths,90,5,Female,Kenya
Deaths,0,2,Male,Kenya
Deaths,5,2,Male,Kenya
Deaths,10,1,Male,Kenya
Deaths,15,1,Male,Kenya
Deaths,20,3,Male,Kenya
Deaths,25,4,Male,Kenya
Deaths,30,8,Male,Kenya
Deaths,35,12,Male,Kenya
Deaths,40,19,Male,Kenya
Deaths,45,22,Male,Kenya
Deaths,50,21,Male,Kenya
Deaths,55,20,Male,Kenya
Deaths,60,19,Male,Kenya
Deaths,65,17,Male,Kenya
Deaths,70,14,Male,Kenya
Deaths,75,12,Male,Kenya
Deaths,80,10,Male,Kenya
Deaths,85,8,Male,Kenya
Deaths,90,15,Male,Kenya
Cases,0,25,Female,Latvia
Cases,5,34,Female,Latvia
Cases,10,46,Female,Latvia
Cases,15,62,Female,Latvia
Cases,20,85,Female,Latvia
Cases,25,100,Female,Latvia
Cases,30,102,Female,Latvia
Cases,35,106,Female,Latvia
Cases,40,114,Female,Latvia
Cases,45,124,Female,Latvia
Cases,50,134,Female,Latvia
Cases,55,131,Female,Latvia
Cases,60,112,Female,Latvia
Cases,65,82,Female,Latvia
Cases,70,55,Female,Latvia
Cases,75,36,Female,Latvia
Cases,80,25,Female,Latvia
Cases,85,17,Female,Latvia
Cases,90,24,Female,Latvia
Cases,0,26,Male,Latvia
Cases,5,38,Male,Latvia
Cases,10,55,Male,Latvia
Cases,15,73,Male,Latvia
Cases,20,88,Male,Latvia
Cases,25,107,Male,Latvia
Cases,30,125,Male,Latvia
Cases,35,125,Male,Latvia
Cases,40,109,Male,Latvia
Cases,45,96,Male,Latvia
Cases,50,87,Male,Latvia
Cases,55,86,Male,Latvia
Cases,60,87,Male,Latvia
Cases,65,66,Male,Latvia
Cases,70,37,Male,Latvia
Cases,75,21,Male,Latvia
Cases,80,12,Male,Latvia
Cases,85,7,Male,Latvia
Cases,90,9,Male,Latvia
Deaths,0,0,Female,Latvia
Deaths,5,0,Female,Latvia
Deaths,10,0,Female,Latvia
Deaths,15,0,Female,Latvia
Deaths,20,0,Female,Latvia
Deaths,25,0,Female,Latvia
Deaths,30,0,Female,Latvia
Deaths,35,0,Female,Latvia
Deaths,40,0,Female,Latvia
Deaths,45,0,Female,Latvia
Deaths,50,0,Female,Latvia
Deaths,55,0,Female,Latvia
Deaths,60,2,Female,Latvia
Deaths,65,3,Female,Latvia
Deaths,70,2,Female,Latvia
Deaths,75,3,Female,Latvia
Deaths,80,2,Female,Latvia
Deaths,85,2,Female,Latvia
Deaths,90,5,Female,Latvia
Deaths,0,0,Male,Latvia
Deaths,5,0,Male,Latvia
Deaths,10,0,Male,Latvia
Deaths,15,0,Male,Latvia
Deaths,20,0,Male,Latvia
Deaths,25,0,Male,Latvia
Deaths,30,0,Male,Latvia
Deaths,35,0,Male,Latvia
Deaths,40,0,Male,Latvia
Deaths,45,0,Male,Latvia
Deaths,50,3,Male,Latvia
Deaths,55,4,Male,Latvia
Deaths,60,0,Male,Latvia
Deaths,65,0,Male,Latvia
Deaths,70,4,Male,Latvia
Deaths,75,4,Male,Latvia
Deaths,80,2,Male,Latvia
Deaths,85,2,Male,Latvia
Deaths,90,6,Male,Latvia
Cases,0,24,Female,Lithuania
Cases,5,33,Female,Lithuania
Cases,10,45,Female,Lithuania
Cases,15,78,Female,Lithuania
Cases,20,150,Female,Lithuania
Cases,25,196,Female,Lithuania
Cases,30,177,Female,Lithuania
Cases,35,175,Female,Lithuania
Cases,40,211,Female,Lithuania
Cases,45,251,Female,Lithuania
Cases,50,265,Female,Lithuania
Cases,55,241,Female,Lithuania
Cases,60,183,Female,Lithuania
Cases,65,118,Female,Lithuania
Cases,70,70,Female,Lithuania
Cases,75,53,Female,Lithuania
Cases,80,52,Female,Lithuania
Cases,85,47,Female,Lithuania
Cases,90,76,Female,Lithuania
Cases,0,21,Male,Lithuania
Cases,5,32,Male,Lithuania
Cases,10,51,Male,Lithuania
Cases,15,87,Male,Lithuania
Cases,20,148,Male,Lithuania
Cases,25,197,Male,Lithuania
Cases,30,200,Male,Lithuania
Cases,35,184,Male,Lithuania
Cases,40,172,Male,Lithuania
Cases,45,173,Male,Lithuania
Cases,50,181,Male,Lithuania
Cases,55,167,Male,Lithuania
Cases,60,130,Male,Lithuania
Cases,65,89,Male,Lithuania
Cases,70,58,Male,Lithuania
Cases,75,41,Male,Lithuania
Cases,80,30,Male,Lithuania
Cases,85,22,Male,Lithuania
Cases,90,30,Male,Lithuania
Deaths,0,0,Female,Lithuania
Deaths,5,0,Female,Lithuania
Deaths,10,0,Female,Lithuania
Deaths,15,0,Female,Lithuania
Deaths,20,2,Female,Lithuania
Deaths,25,3,Female,Lithuania
Deaths,30,2,Female,Lithuania
Deaths,35,3,Female,Lithuania
Deaths,40,3,Female,Lithuania
Deaths,45,3,Female,Lithuania
Deaths,50,4,Female,Lithuania
Deaths,55,4,Female,Lithuania
Deaths,60,2,Female,Lithuania
Deaths,65,3,Female,Lithuania
Deaths,70,4,Female,Lithuania
Deaths,75,6,Female,Lithuania
Deaths,80,6,Female,Lithuania
Deaths,85,7,Female,Lithuania
Deaths,90,17,Female,Lithuania
Deaths,0,0,Male,Lithuania
Deaths,5,0,Male,Lithuania
Deaths,10,2,Male,Lithuania
Deaths,15,3,Male,Lithuania
Deaths,20,2,Male,Lithuania
Deaths,25,3,Male,Lithuania
Deaths,30,2,Male,Lithuania
Deaths,35,2,Male,Lithuania
Deaths,40,3,Male,Lithuania
Deaths,45,4,Male,Lithuania
Deaths,50,4,Male,Lithuania
Deaths,55,4,Male,Lithuania
Deaths,60,5,Male,Lithuania
Deaths,65,5,Male,Lithuania
Deaths,70,7,Male,Lithuania
Deaths,75,7,Male,Lithuania
Deaths,80,5,Male,Lithuania
Deaths,85,4,Male,Lithuania
Deaths,90,7,Male,Lithuania
Cases,0,97,Female,Luxembourg
Cases,5,123,Female,Luxembourg
Cases,10,158,Female,Luxembourg
Cases,15,221,Female,Luxembourg
Cases,20,306,Female,Luxembourg
Cases,25,340,Female,Luxembourg
Cases,30,306,Female,Luxembourg
Cases,35,289,Female,Luxembourg
Cases,40,308,Female,Luxembourg
Cases,45,312,Female,Luxembourg
Cases,50,273,Female,Luxembourg
Cases,55,210,Female,Luxembourg
Cases,60,149,Female,Luxembourg
Cases,65,99,Female,Luxembourg
Cases,70,66,Female,Luxembourg
Cases,75,59,Female,Luxembourg
Cases,80,63,Female,Luxembourg
Cases,85,58,Female,Luxembourg
Cases,90,90,Female,Luxembourg
Cases,0,92,Male,Luxembourg
Cases,5,118,Male,Luxembourg
Cases,10,154,Male,Luxembourg
Cases,15,210,Male,Luxembourg
Cases,20,286,Male,Luxembourg
Cases,25,348,Male,Luxembourg
Cases,30,362,Male,Luxembourg
Cases,35,332,Male,Luxembourg
Cases,40,302,Male,Luxembourg
Cases,45,320,Male,Luxembourg
Cases,50,351,Male,Luxembourg
Cases,55,282,Male,Luxembourg
Cases,60,167,Male,Luxembourg
Cases,65,105,Male,Luxembourg
Cases,70,81,Male,Luxembourg
Cases,75,63,Male,Luxembourg
Cases,80,46,Male,Luxembourg
Cases,85,31,Male,Luxembourg
Cases,90,34,Male,Luxembourg
Deaths,0,0,Female,Luxembourg
Deaths,5,0,Female,Luxembourg
Deaths,10,0,Female,Luxembourg
Deaths,15,0,Female,Luxembourg
Deaths,20,0,Female,Luxembourg
Deaths,25,0,Female,Luxembourg
Deaths,30,0,Female,Luxembourg
Deaths,35,0,Female,Luxembourg
Deaths,40,0,Female,Luxembourg
Deaths,45,0,Female,Luxembourg
Deaths,50,0,Female,Luxembourg
Deaths,55,0,Female,Luxembourg
Deaths,60,2,Female,Luxembourg
Deaths,65,3,Female,Luxembourg
Deaths,70,3,Female,Luxembourg
Deaths,75,4,Female,Luxembourg
Deaths,80,6,Female,Luxembourg
Deaths,85,6,Female,Luxembourg
Deaths,90,17,Female,Luxembourg
Deaths,0,0,Male,Luxembourg
Deaths,5,0,Male,Luxembourg
Deaths,10,0,Male,Luxembourg
Deaths,15,0,Male,Luxembourg
Deaths,20,0,Male,Luxembourg
Deaths,25,0,Male,Luxembourg
Deaths,30,0,Male,Luxembourg
Deaths,35,0,Male,Luxembourg
Deaths,40,0,Male,Luxembourg
Deaths,45,0,Male,Luxembourg
Deaths,50,2,Male,Luxembourg
Deaths,55,3,Male,Luxembourg
Deaths,60,2,Male,Luxembourg
Deaths,65,3,Male,Luxembourg
Deaths,70,6,Male,Luxembourg
Deaths,75,7,Male,Luxembourg
Deaths,80,7,Male,Luxembourg
Deaths,85,7,Male,Luxembourg
Deaths,90,15,Male,Luxembourg
Cases,0,37,Female,Malawi
Cases,5,28,Female,Malawi
Cases,10,33,Female,Malawi
Cases,15,67,Female,Malawi
Cases,20,160,Female,Malawi
Cases,25,287,Female,Malawi
Cases,30,338,Female,Malawi
Cases,35,287,Female,Malawi
Cases,40,200,Female,Malawi
Cases,45,134,Female,Malawi
Cases,50,93,Female,Malawi
Cases,55,67,Female,Malawi
Cases,60,48,Female,Malawi
Cases,65,29,Female,Malawi
Cases,70,14,Female,Malawi
Cases,75,7,Female,Malawi
Cases,80,4,Female,Malawi
Cases,85,2,Female,Malawi
Cases,90,4,Female,Malawi
Cases,0,37,Male,Malawi
Cases,5,28,Male,Malawi
Cases,10,37,Male,Malawi
Cases,15,102,Male,Malawi
Cases,20,324,Male,Malawi
Cases,25,639,Male,Malawi
Cases,30,705,Male,Malawi
Cases,35,609,Male,Malawi
Cases,40,497,Male,Malawi
Cases,45,357,Male,Malawi
Cases,50,228,Male,Malawi
Cases,55,146,Male,Malawi
Cases,60,95,Male,Malawi
Cases,65,58,Male,Malawi
Cases,70,34,Male,Malawi
Cases,75,20,Male,Malawi
Cases,80,12,Male,Malawi
Cases,85,7,Male,Malawi
Cases,90,10,Male,Malawi
Deaths,0,0,Female,Malawi
Deaths,5,0,Female,Malawi
Deaths,10,0,Female,Malawi
